address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,1969,13,2,1
3ab8:09a1,FUN_3ab8_09a1,249,1,1,1
3ab8:0a9a,FUN_3ab8_0a9a,335,7,2,1
3ab8:0be9,FUN_3ab8_0be9,189,3,0,1
3ab8:0ca6,FUN_3ab8_0ca6,782,12,2,1
3ab8:0fb4,FUN_3ab8_0fb4,371,2,2,1
3ab8:1127,FUN_3ab8_1127,605,4,4,1
3ab8:1384,FUN_3ab8_1384,263,4,3,1
3ab8:148b,FUN_3ab8_148b,44,1,1,1
3ab8:14b7,FUN_3ab8_14b7,790,4,2,1
3ab8:17cd,FUN_3ab8_17cd,126,3,0,1
3ab8:184b,FUN_3ab8_184b,2024,23,0,1
3ab8:2074,FUN_3ab8_2074,96,1,1,1
3ab8:20d4,FUN_3ab8_20d4,1681,7,1,1
3000:d311,FUN_3000_d311,2970,12,0,1
